experiment_id	omics_type	condition_2	cell_line	strain	entrez_id	symbol	q_value	log2fc
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	13113	Cyp3a13	0.000493755	-1.30268
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	13884	Ces1c	0.000493755	-2.86651
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	13897	Ces1e	0.000493755	-2.80453
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	13909	Ces3b	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	14085	Fah	0.779866	0.108659
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	14857	Gsta1	0.000914364	-1.23102
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	14859	Gsta3	0.000493755	-1.65674
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	14860	Gsta4	0.000914364	-0.633608
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	14862	Gstm1	0.000493755	-1.57755
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	14864	Gstm3	0.0443985	-1.72172
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	14867	Gstm6	0.0166571	-1.13115
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	14870	Gstp1	0.0240496	0.484923
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	14873	Gsto1	0.000493755	-0.668464
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	15473	Rida	0.000493755	-0.970642
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	16832	Ldhb	0.000493755	-2.02336
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	17105	Lyz2	0.615879	-0.290393
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	17105	Lyz2	0.0985336	-0.333171
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	27053	Asns	0.0654348	0.384622
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	50721	Sirt6	0.0995353	0.613819
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	53896	Slc7a10	0.231415	-0.482453
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	54486	Hpgds	0.000493755	1.51869
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	56615	Mgst1	0.000493755	-1.64132
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	56847	Aldh1a3	0.104604	0.716382
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	59027	Nampt	0.000493755	0.898774
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	64918	Bhmt2	1	-3.325
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	66194	Pycrl	0.000493755	0.958484
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	67054	Paics	0.0133682	-0.461361
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	68312	Gstm7	0.0162501	-1.25198
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	68636	Fahd1	0.000493755	-1.08295
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	69719	Cad	0.248702	0.975787
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	70503	Ddo	0.000493755	-2.08178
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	71984	Sars2	0.0142082	1.00332
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	72535	Aldh1b1	0.000493755	1.8178
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	76263	Gstk1	0.000493755	-1.00095
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	76615	Got1l1	0.0491618	-3.48079
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	78781	Zc3hav1	0.000493755	1.13575
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	80285	Parp9	0.000493755	1.79052
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	101187	Parp11	0.000493755	1.80719
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	102022	Ces2a	1	-2.30606
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	104158	Ces1d	0.000493755	-1.7066
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	104816	Aspg	0.244372	-0.590125
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	107869	Cth	0.570209	-0.219999
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	108037	Shmt2	0.0152548	0.820348
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	109900	Asl	0.00558691	0.722491
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	209011	Sirt7	0.000493755	0.816072
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	226414	Dars	0.979737	-0.00699859
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	228677	Sptlc3	0.000493755	-0.919392
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	234564	Ces1f	0.000493755	-1.66629
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	234673	Ces2e	0.0942031	-0.639719
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	235587	Parp3	0.000493755	0.963924
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	237320	Aldh8a1	1	-2.21995
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	243771	Parp12	0.000493755	1.95324
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	257635	Sdsl	0.165871	1.04438
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	269378	Ahcy	0.0133682	0.724356
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	382053	Ces3a	1	-6.07998
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	547253	Parp14	0.000493755	1.81088
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	671535	Parp10	0.000493755	1.99154
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	100041375	Cyp3a41b	1	-4.66921
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	100041375	Cyp3a41b	0.0926637	-4.96738
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	4259	MGST3	0.983213284747715	0.0320376293791047
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	4259	MGST3	0.767537733772914	0.535462613905095
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	4259	MGST3	0.984795263965004	0.0410873692261907
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	4259	MGST3	0.624894520682363	-0.567793102511594
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	4259	MGST3	0.595007894891286	0.993418598487372
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	4259	MGST3	0.925035749563672	-0.279159346209497
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	4259	MGST3	0.617332181645927	0.642830318302878
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	4259	MGST3	0.364423964275767	-0.868355227765018
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	4259	MGST3	0.867786226537531	0.379520745875362
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	4259	MGST3	0.897234805217018	-0.427175209188163
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	4259	MGST3	0.817909921663803	-0.28532384078609
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	4259	MGST3	0.192713012065922	-1.53759595776222
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	9517	SPTLC2	0.852708829342854	0.387897798099564
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	9517	SPTLC2	0.807857467144733	-0.760272855808423
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	9517	SPTLC2	0.601851025945852	-0.793639970138329
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	9517	SPTLC2	0.723986055030277	-0.691245954087076
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	9517	SPTLC2	0.624158585833516	-0.691746123919301
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	9517	SPTLC2	0.71945569573308	-0.548363335078111
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	9517	SPTLC2	0.683564696662919	-0.9522320151542
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	10768	AHCYL1	0.981619038469106	-0.0895352778459211
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	10768	AHCYL1	0.885823411493323	0.376836584010807
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	10768	AHCYL1	0.39069477294639	-1.26997850212157
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	10768	AHCYL1	0.998872505061051	0.00225558575109219
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	10768	AHCYL1	0.271061366357107	1.52311106836359
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	10768	AHCYL1	0.4556406404893	1.02302112534071
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	3939	LDHA	0.885848535087143	0.414616301890434
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	3939	LDHA	0.977193154924068	0.0471963805510667
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	3939	LDHA	0.986276477922785	-0.0328087103595818
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	3939	LDHA	0.693592100212811	-0.530268045273185
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	3939	LDHA	0.807857467144733	0.984877518063135
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	3939	LDHA	0.96810062495363	0.0998174623631686
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	3939	LDHA	0.787914816174756	0.31010268559716
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	3939	LDHA	0.180855237069675	1.94419645993311
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	3939	LDHA	0.785932439362059	-0.496505084556286
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	3939	LDHA	0.84478512485645	0.257859561388171
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	3939	LDHA	0.629256984327215	1.02139721236471
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	3939	LDHA	0.304401688751427	1.13237046517702
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	4860	PNP	0.932885335090711	0.109716077568358
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	4860	PNP	0.406968654281529	-1.0131482059952
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	4860	PNP	0.559864199685944	1.11055850598588
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	4860	PNP	0.846051259034201	-0.44549394391596
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	4860	PNP	0.993656526753825	0.0141100730763906
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	4860	PNP	0.302895390518673	1.52244481056145
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	4860	PNP	0.598725990109867	-1.01625817939936
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	4860	PNP	0.505204150174803	0.693132459099262
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	4860	PNP	0.624894520682363	0.542923155157707
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	4860	PNP	0.873558225791042	0.519465290341224
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	4860	PNP	0.395794899326261	-0.779982795542069
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	4860	PNP	0.897809245576901	0.334319866368464
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	2806	GOT2	0.9244596879715	-0.177212928685863
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	2806	GOT2	0.897809245576901	0.553461699957463
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	2806	GOT2	0.899365002302672	-0.53111436516799
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	2806	GOT2	0.975060039883021	-0.168804227284784
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	2806	GOT2	0.794558367826294	0.610176458833204
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	2806	GOT2	0.895035735907526	0.457315875712339
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	2806	GOT2	0.573472574451132	-1.58467924810906
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	2806	GOT2	0.98914885696555	-0.0252769668339081
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	2806	GOT2	0.800739293729847	-1.71823715771958
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	2806	GOT2	0.633658946225602	1.69471370796701
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	2806	GOT2	0.885129907140661	0.556071776255413
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	2806	GOT2	0.497331168066142	1.29803661349835
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	445	ASS1	0.882922637842397	0.254104183788488
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	445	ASS1	0.90044785654696	0.12804796891828
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	445	ASS1	0.822677061630916	0.317942090586013
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	445	ASS1	0.532277461792543	-1.5057538583791
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	445	ASS1	0.642014894316618	-0.302868939904091
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	445	ASS1	0.546064258071491	-0.835609386998372
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	445	ASS1	0.94542859983142	0.205947330846899
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	445	ASS1	0.54469182163599	-1.22898467757656
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	445	ASS1	0.939109566669373	0.191119407024266
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	445	ASS1	0.939222401547322	-0.18523661110125
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	4942	OAT	0.744658291225659	1.69539028850343
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	4942	OAT	0.674255100497599	1.4789719674726
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	4942	OAT	0.719759746128233	-1.0634013327595
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	4942	OAT	0.412099729783223	-1.56972964882084
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	4942	OAT	0.985538849829289	-0.0657980129138162
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	4942	OAT	0.463448168640998	1.17584689111469
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	4942	OAT	0.014362444180497	-2.60950239095921
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	4942	OAT	0.00256890966971013	-3.260303716431
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	4942	OAT	0.517561934832219	-0.863538018942451
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	4942	OAT	0.76180037859206	0.87159399881107
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	4942	OAT	0.627784174603266	-1.37713434301895
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	4942	OAT	0.98275681248077	0.0809968700123233
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	217	ALDH2	0.867786226537531	0.845632958704063
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	217	ALDH2	0.507783413737821	-1.1222913215405
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	217	ALDH2	0.591602563676097	-1.31651407659239
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	217	ALDH2	0.700321662830292	-0.741872132523574
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	217	ALDH2	0.748654076293058	0.699503601225869
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	217	ALDH2	0.60518512368278	-1.36811631899286
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	217	ALDH2	0.727327094426267	1.06993117897068
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	217	ALDH2	0.91759265432878	0.476024437800837
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	217	ALDH2	0.755520653429208	-1.22340867229616
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	217	ALDH2	0.528213045121026	-1.14709626753859
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	217	ALDH2	0.808761407171648	0.93430226311601
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	217	ALDH2	0.940295256938586	0.408751225751089
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	3945	LDHB	0.986276477922785	-0.0900642598412407
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	3945	LDHB	0.604438989385378	0.772000721304233
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	3945	LDHB	0.622891733567693	-1.03348215072102
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	3945	LDHB	0.873558225791042	0.703344557163188
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	3945	LDHB	0.712896550285233	0.52483167496931
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	3945	LDHB	0.815359788789625	-0.766220041197342
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	3945	LDHB	0.92058312895771	0.201912046819029
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	3945	LDHB	0.759627440682162	-0.796531827363973
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	3945	LDHB	0.944351412982246	0.142240500063902
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	3945	LDHB	0.911245585484468	0.436502308634883
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	3945	LDHB	0.570276008547291	1.51138749041762
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	2271	FH	0.88125410531333	-1.12712605362306
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	2271	FH	0.546919525336099	-2.05565712539664
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	2271	FH	0.775631365223788	-0.938722979399848
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	2271	FH	0.80678437354761	-1.18923877502155
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	2271	FH	0.670876969002319	-1.24706774450608
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	2271	FH	0.909349618159755	-0.196404732905483
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	2271	FH	0.623917904201743	0.77701625355352
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	2271	FH	0.903027156484417	-0.422326040166562
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	2271	FH	0.522679696112516	0.861539216539565
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	2950	GSTP1	0.178203277834457	1.0841781068142
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	2950	GSTP1	0.648959977506385	-0.875699741465022
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	2950	GSTP1	0.326860438649398	0.621995069506205
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	2950	GSTP1	0.925203417566054	-0.162155667932565
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	2950	GSTP1	0.0514080296354748	-1.29604617606949
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	2950	GSTP1	0.815629249819112	0.167993674912619
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	2950	GSTP1	0.10661603330971	1.03897024306367
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	2950	GSTP1	0.601851025945852	-0.63142464669597
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	2950	GSTP1	0.873558225791042	-0.353206499895032
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	2950	GSTP1	0.863509571797496	-0.267673186286497
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	2950	GSTP1	0.438945790247682	0.882610159435504
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	2950	GSTP1	0.654565854491436	0.704089379377466
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	142	PARP1	0.785932439362059	-0.380634426720741
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	142	PARP1	0.990772790556237	-0.0216000521759282
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	142	PARP1	0.937041407879392	0.122242615744357
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	142	PARP1	0.807388454267173	-0.367691126005423
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	142	PARP1	0.963834975027636	0.0384499212514295
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	142	PARP1	0.992228984344975	0.0114972323137174
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	142	PARP1	0.985953782227334	0.0490200439885864
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	142	PARP1	0.630600799051522	-0.426259334636737
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	142	PARP1	0.786414231759612	-0.357629686717201
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	4257	MGST1	0.809167781920871	-0.656583728572931
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	4257	MGST1	0.767850903474792	-0.435389765822572
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	4257	MGST1	0.397304318159779	-1.0139163667362
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	4257	MGST1	0.94497710507242	0.252300689552363
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	4257	MGST1	0.93233899578996	0.221601865971516
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	4257	MGST1	0.811810671070431	-1.14652758536773
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	4257	MGST1	0.466843559437297	-1.03464089735573
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	4257	MGST1	0.978381579739691	-0.0557488643413787
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	4257	MGST1	0.887821024958569	0.385507314799647
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	4257	MGST1	0.755520653429208	-0.935182280683144
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	4257	MGST1	0.975060039883021	0.106014385157945
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	4257	MGST1	0.383723794773429	-1.14950934712727
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	128	ADH5	0.88125410531333	-0.494271981567401
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	128	ADH5	0.67234522079971	-0.890446895902183
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	128	ADH5	0.693452863085795	-1.39197709252779
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	128	ADH5	0.279066880361876	1.36020990713762
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	128	ADH5	0.929547139479001	0.267628088146151
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	128	ADH5	0.451177292696979	-1.05398109902543
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	128	ADH5	0.531284695903097	0.732645609862273
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	128	ADH5	0.761556852154603	0.78703898421302
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	128	ADH5	0.69134047641181	1.0639675690952
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	128	ADH5	0.436846294230262	0.882741790629408
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	128	ADH5	0.623253170990399	-0.991811538679502
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	128	ADH5	0.33977181331297	0.973709015361331
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	1615	DARS	0.912388599039231	0.219942549650106
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	1615	DARS	0.31873569508261	-0.857764111929693
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	1615	DARS	0.54469182163599	-0.823284444705128
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	1615	DARS	0.449186447566205	0.582600457066912
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	1615	DARS	0.815821530941327	0.35911769584481
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	1615	DARS	0.925543212721164	0.115787115734168
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	1615	DARS	0.735616854723522	0.568738519028979
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	1615	DARS	0.967978902477513	-0.0705339883255069
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	1615	DARS	0.225300294628668	-1.11393753646295
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	1615	DARS	0.66719279766186	-0.348014403600072
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	1615	DARS	0.857067681204674	0.343213722346117
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	1615	DARS	0.873558225791042	0.399201704930212
h1abfc-HTBE	AB	H1N1_18H	HTBE	H1	2184	FAH	0.362897588000217	0.672127422205135
h3abfc-HTBE	AB	H3N2_06H	HTBE	H3	2184	FAH	0.837300897861468	0.205352391902249
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	2184	FAH	0.850186150451408	-0.209997406903109
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	2184	FAH	0.97571356241828	0.108779731658444
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	2184	FAH	0.964227365606304	-0.076062280043683
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	2184	FAH	0.663296243571808	1.05283460602617
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	2184	FAH	0.976907787821886	0.0801789228542402
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	2184	FAH	0.809330546171488	-0.505725696501534
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	2184	FAH	0.59889584636166	-1.38956213235782
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	2184	FAH	0.625594812994544	0.447374325058107
h3abfc-HTBE	AB	H3N2_03H	HTBE	H3	2184	FAH	0.574043469682456	-1.04202476498806
h1abfc-HTBE	AB	H1N1_03H	HTBE	H1	2805	GOT1	0.990811396047216	0.107677384501251
h3abfc-HTBE	AB	H3N2_18H	HTBE	H3	2805	GOT1	0.948556669607662	0.107881117746251
h5abfc-HTBE	AB	H5N1_12H	HTBE	H5	2805	GOT1	0.856980057123503	0.571937017113758
h1abfc-HTBE	AB	H1N1_12H	HTBE	H1	2805	GOT1	0.893780236917257	0.419283348131437
h5abfc-HTBE	AB	H5N1_18H	HTBE	H5	2805	GOT1	0.650370372030246	-0.955750376686143
h1abfc-HTBE	AB	H1N1_06H	HTBE	H1	2805	GOT1	0.545781892043842	0.791767866538883
h5abfc-HTBE	AB	H5N1_06H	HTBE	H5	2805	GOT1	0.98445191691444	-0.128994307863036
h5abfc-HTBE	AB	H5N1_03H	HTBE	H5	2805	GOT1	0.858795352435785	-0.54282185711146
h3abfc-HTBE	AB	H3N2_12H	HTBE	H3	2805	GOT1	0.883605463240304	0.87356248890701
